CO_HK,CCO_NUMBER,CCO_ITEM,CCO_DATE,CSOLD_TO_PARTY,CCBF,CMATERIAL_NO,CSTATUS,CORDER_TYPE,IORDER_QTY,IDELIVERY_QTY,IBILLING_QTY,IPGI_QTY,IOPEN_DELIVERY_QTY,IBALANCE_QTY,IUNIT_PRICE,IAMOUNT,CSALES_UNIT,CSHIP_TO_PARTY,CLOCAL_CURRENCY,CREJECTION_REASON,CSALES_ORG,CDCHL,CDIVISION,CDELIVERY_CREATE_DATE,COVERALL_STATUS,CDELIVERY_STATUS,CBILLING_STATUS,CITEM_CATEGORY,CPLANT,CSALES_DISTRICT,CCUSTOMER_PO_NUMBER,CCUSTOMER_MATERIAL,CSHIPPING_POINT,CROUTE,CSALES_OFFICE,CORDER_REASON,CSHIPPING_CONDITION,CWBS_ELEMENT,CPRICE_LIST,INITIAL_REQUEST_DELIVERY_DATE,COrder_Downgraded_DATE,cOrder_delivery_block_in_header,LOADDATE
0x3E31C3E8A8DF0D14D706298C8E130120016205B4,2001176743,000060,20231220,0118000652,007,0092S67909KZ8,A,ZSO,10.000,0,0,0,0,10,548.03,5480.30,NULL,0118403147,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220130598798,133542,66A1,CANDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x7A8AC8480BAA35507EBE0C0DB2EB6DBC6683F72B,2001176651,000010,20231219,0118000652,001,0986T18008KZ7,A,ZSO,1728.000,0,0,0,0,1728,30.00,51840.00,NULL,0118403039,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL,PO231218140597072,88495927,66A1,QUZRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xA628C21639F3E20B5C3BAE1509649195D1AD6EDB,2001176598,000010,20231219,0118000652,001,0986T18008KZ7,A,ZSO,4320.000,0,0,0,0,4320,30.00,129600.00,NULL,0118400907,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL,PO231218160597648,88495927,66A1,XICRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xE0EBBF0CBFF2BFD816945530DFF314293A132CE0,2001176653,000010,20231219,0118000652,001,0986T18008KZ7,A,ZSO,5616.000,0,0,0,0,5616,30.00,168480.00,NULL,0118402417,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL,PO231218140597624,88495927,66A1,CTURN3,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x878B284543FCF8E171185AE9E338D0D6A0E8198B,2001176686,000020,20231219,0118000212,011,3397015410FR1,A,ZSO,10.000,0,0,0,0,10,60.00,600.00,NULL,0118400176,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOSRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xCDE4B00D87611E934E3A2CBAD47EED324BF89E23,2001176686,000030,20231219,0118000212,011,3397011965FUP,A,ZSO,10.000,0,0,0,0,10,35.37,353.70,NULL,0118400176,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOSRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x4A060D22E4C81EF26E529F50C67F5E6C52B3E53B,2001176762,000120,20231220,0118004312,001,0986T148657CE,A,ZSO,2.000,0,0,0,0,2,76.17,152.34,KAM3,0118403475,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130874,BR-BOSCH-SPECF|5,66A1,HAKRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x8FFB30F9FA5D2A7C8F47EF75025232CBAA762356,2001176762,000150,20231220,0118004312,001,0986T148567CE,A,ZSO,2.000,0,0,0,0,2,52.21,104.42,KAM3,0118403475,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130874,BR-BOSCH-SPECR|39,66A1,HAKRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x092695435BAA0F91F974D001D3E98780A6F5FDB8,2001176756,000190,20231220,0118004312,001,0986T148897CE,A,ZSO,2.000,0,0,0,0,2,69.80,139.60,KAM3,0118403537,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130855,BR-BOSCH-SPECR|9,66A1,LHWRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xCB960F2889D48260B31CC7295A63644F9B1142D8,2001176677,000010,20231219,0118000652,001,0986T18008KZ7,A,ZSO,1728.000,0,0,0,0,1728,30.00,51840.00,NULL,0118400909,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL,PO231219150597726,88495927,66A1,HUHRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x376BD05BBD8979CB90DDB2159684BAC3D215F921,2001176819,000010,20231220,0118003387,009,025801032181W,B,ZSO,300.000,19,0,0,19,281,110.00,33000.00,NULL,0118403168,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A1,NULL," "," ",66A1,LNFRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9F090D315E69585CE0AA05988CD0F936D0B0A2CB,2001176757,000020,20231220,0118004312,008,0986AF0537KZ7,A,ZSO,12.000,0,0,0,0,12,13.50,162.00,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,FI-BOSCH-OIL|8,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x029619E0E8992208D1FC90EFDA2556FA1443EF78,2001176757,000090,20231220,0118004312,001,0986T148517CE,A,ZSO,6.000,0,0,0,0,6,73.42,440.52,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,BR-BOSCH-SPECF|54,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x72BFB8E2081DA7D639FB9EBED4E94023C438A84A,2001176757,000110,20231220,0118004312,011,3397016344HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,WP-BOSCH-SPEC|28,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xD17F9682A889860E2DB5588F376F89D09595E7F8,2001176757,000120,20231220,0118004312,011,3397110006HR1,A,ZSO,5.000,0,0,0,0,5,152.00,760.00,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,WP-BO-SHENYITZ|17,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x4BD5A500E3271D5DAEE3A21BA02339D338E6CAF3,2001176757,000160,20231220,0118004312,001,0986T148567CE,A,ZSO,4.000,0,0,0,0,4,52.21,208.84,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,BR-BOSCH-SPECR|39,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x0BE22AE5D1DA3723934025149429F301540ED4DD,2001176757,000190,20231220,0118004312,001,0986AB5984HDU,A,ZSO,2.000,0,0,0,0,2,89.00,178.00,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,BD-BO-Common|181,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x02236D9DFC0195815514871B0E6577F99A1AEBBE,2001176757,000280,20231220,0118004312,001,0986T16112HDU,A,ZSO,2.000,0,0,0,0,2,200.00,400.00,KAM3,0118403458,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130802,BD-BO-BDT|3,66A1,XIRRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x65C3B4380AAE0EE181FAA469FB2647212C223EEE,2001176829,000010,20231220,0118000652,001,0986AB8999KZ7,A,ZSO,1296.000,0,0,0,0,1296,25.12,32555.52,NULL,0118403039,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220160598326,016056,66A1,QUZRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9779EF5DD7C7F535505CF5E0073A7AF4EC67ED90,2001176604,000060,20231219,0118005018,007,0092S67921KZ8,A,ZSO,15.000,0,0,0,0,15,983.33,14749.95,NULL,0118403718,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,KMGDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x7353CBBF25648E5469126C7F5D3F4368EBEE305B,2001176843,000010,20231220,0118000652,001,0986AB8999KZ7,A,ZSO,2592.000,0,0,0,0,2592,25.12,65111.04,NULL,0118400657,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220160598332,016056,66A1,SHXRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xCC191AC4DF3DF91C8EB79B425BE7A0F5705CC4AF,2001176606,000010,20231219,0118000886,004,1987L2402009V,A,ZSO,10.000,0,0,0,0,10,75.00,750.00,NULL,0118400533,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,BEIRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xDD1034FCA6F194CC4530452E7C9F8EFB06980AD5,2001176606,000020,20231219,0118000886,004,1987L2402109V,A,ZSO,10.000,0,0,0,0,10,302.01,3020.10,NULL,0118400533,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,BEIRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x21956C409485F8FAFDAD39EBC5568B805D8CA23B,2001176606,000030,20231219,0118000886,004,1987L24019WRF,A,ZSO,110.000,0,0,0,0,110,338.00,37180.00,NULL,0118400533,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,BEIRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x1C79662A3407F644378009702CAF7948D6308790,2001176755,000030,20231220,0118004312,011,3397016344HTD,A,ZSO,5.000,0,0,0,0,5,22.25,111.25,KAM3,0118403466,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130776,WP-BOSCH-SPEC|28,66A1,SJZRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0xDAAFAAB5C54C5634127670845EE0C7F0B4175FBC,2001176755,000150,20231220,0118004312,001,0986T16278HDU,A,ZSO,2.000,0,0,0,0,2,160.00,320.00,KAM3,0118403466,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130776,BD-BO-BDT|93,66A1,SJZRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x926CDB2378EAEC58197B0D3ECEE4A2F06A43C49B,2001176737,000020,20231220,0118000652,007,0092S47365WRT,A,ZSO,10.000,0,0,0,0,10,359.28,3592.80,NULL,0118402417,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220110597220,8498658,66A1,CTUDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x2E24B934F83FE88D619A90137B815892B42C2C22,2001176737,000030,20231220,0118000652,007,0092S47364WRT,A,ZSO,10.000,0,0,0,0,10,362.27,3622.70,NULL,0118402417,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220110597220,8498657,66A1,CTUDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9207A7ECE9ABF65D72F015BFA3E285208AA51D96,2001176737,000120,20231220,0118000652,007,0092S47355WRT,A,ZSO,17.000,0,0,0,0,17,189.20,3216.40,NULL,0118402417,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220110597220,7688388,66A1,CTUDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x050BA43F28BF077BE4F95574609675988C035CBD,2001176737,000130,20231220,0118000652,007,0092S47354WRT,B,ZSO,51.000,17,0,0,17,34,192.45,9814.95,NULL,0118402417,CNY," ",CN20,G1,40,20231220,B,B," ",ZSO,66A1,NULL,PO231220110597220,7688387,66A1,CTUDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x5477F1CEC46588E26BB18C6063B959A412F73B4C,2001176737,000150,20231220,0118000652,007,0092S67921KZ8,A,ZSO,15.000,0,0,0,0,15,949.85,14247.75,NULL,0118402417,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220110597220,133550,66A1,CTUDN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xBC112F6034EFC71930FA688BA87891B0D2ABD251,2001176845,000010,20231220,0118000713,009,0261500494825,A,ZSO,10.000,0,0,0,0,10,261.71,2617.10,NULL,0118402621,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,0009," ",66A1,SHARN3,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x9E7BB5F5CF759B3AA411B4089AE5A535FE85A363,2001176608,000080,20231219,0118000925,001,0986T11294HDU,A,ZSO,2.000,0,0,0,0,2,82.22,164.44,NULL,0118402070,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,SJZRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xCAAC14C8DB5AFEA7D1DD814202C3F2DB7BEE9129,2001176797,000010,20231220,0118002097,009,0281006068000,A,ZSO,100.000,0,0,0,0,100,145.00,14500.00,NULL,0118404498,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,五十铃," ",66A1,CANRN4,SCN," ",70,00000000,NULL,20240301,00000000," ",2023-12-21 00:24:22.8400000
0xADB38A31B545A4BBDBB59ACD58D46C3F71819D82,2001176745,000040,20231220,0118004312,001,0986T16296HDU,A,ZSO,2.000,0,0,0,0,2,200.00,400.00,KAM3,0118403885,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,KAM3,273130784,BD-BO-BDT|91,66A1,XHNRN4,SCN," ",70,00000000," ",20231220,00000000," ",2023-12-21 00:24:22.8400000
0x76268B2C3BD0E018439D943F878954FE83ED2301,2001176842,000010,20231220,0118006151,009,0261500460760,A,ZSO,30.000,0,0,0,0,30,415.80,12474.00,NULL,0118404506,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL," "," ",66A1,CANRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0x805798AF50ABA04BDB8BADAD6A972B4CDE1D0063,2001176708,000050,20231219,0118000946,004,1987L2401009V,B,ZSO,60.000,56,0,0,56,4,24.00,1440.00,NULL,0118400870,CNY," ",CN20,G1,40,20231219,B,B," ",ZSO,66A1,NULL,S2C清库存订单," ",66A1,XICRN4,SCN,ZZM,70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x69498B6271C00C99D6851EDC4AA5152B7D79A083,2001176831,000010,20231220,0118000652,001,0986AB8999KZ7,A,ZSO,5616.000,0,0,0,0,5616,25.12,141073.92,NULL,0118400908,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220160598325,016056,66A1,KWERN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xA08AF930424F4F65119CFDAF64A264DF04567BCC,2001176664,000010,20231219,0118004905,009,02215024338SE,A,ZSO,4.000,0,0,0,0,4,247.32,989.28,NULL,0118403703,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,DNGRN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xF1B19285CEBEF489DDCF1A4167D74408BF096394,2001176837,000010,20231220,0118000652,001,0986AB8999KZ7,A,ZSO,2160.000,0,0,0,0,2160,25.12,54259.20,NULL,0118402907,CNY," ",CN20,G1,40,20231220,A,A," ",ZSO,66A1,NULL,PO231220160599744,016056,66A1,SJZRN4,SCN," ",70,00000000,NULL,20231220,00000000," ",2023-12-21 00:24:22.8400000
0xC1EE5D3729149FAE575AB112669E114C70CAE398,2001176612,000010,20231219,0118006648,007,0092S47338WRE,A,ZSO,88.000,0,0,0,0,88,265.10,23328.80,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xD0AD33F755FF21F8C4B97B0E037ED8A43752C3ED,2001176612,000020,20231219,0118006648,007,0092S47322WRE,A,ZSO,34.000,0,0,0,0,34,199.58,6785.72,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x257CD3AEFBA7859CD393A3FC33FC5C274A446005,2001176612,000030,20231219,0118006648,007,0092S47324WRE,A,ZSO,34.000,0,0,0,0,34,197.57,6717.38,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xC6703ED80B2174DC7B004EE33DA61CE82F5EDD2B,2001176612,000040,20231219,0118006648,007,0092S47325WRE,A,ZSO,34.000,0,0,0,0,34,196.11,6667.74,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0x5722F614269C2E327E106B5E71B2AFF1FB9FE879,2001176612,000050,20231219,0118006648,007,0092S47326WRE,A,ZSO,72.000,0,0,0,0,72,261.63,18837.36,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
0xA29F6CBC16637E0A863F8C27C7DCB4A298266592,2001176612,000060,20231219,0118006648,007,0092S47327WRE,A,ZSO,12.000,0,0,0,0,12,266.48,3197.76,NULL,0118404726,CNY," ",CN20,G1,40,20231219,A,A," ",ZSO,66A1,NULL," "," ",66A1,FOCDN4,SCN," ",70,00000000,NULL,20231219,00000000," ",2023-12-21 00:24:22.8400000
